City,Area,Property_Type,Size_sqft,Bedrooms,Bathrooms,Age_Years,Facing,Highway_Distance_m,Price
Kanpur,Swaroop Nagar,Plot,1348,0,0,0,North,543,5340390
Banaras,Sarnath,Plot,994,0,0,0,East,847,5278762
Lucknow,Hazratganj,Plot,2840,0,0,0,North,4279,15274850
Kanpur,Kidwai Nagar,Flat,3438,4,4,2,East,4175,11841223
Kanpur,Swaroop Nagar,Flat,3800,1,1,9,West,1024,15078593
Banaras,Sigra,Plot,1716,0,0,0,South,163,9873944
Noida,Sector 62,Plot,4467,0,0,0,North,1269,35419258
Banaras,Sigra,Plot,4047,0,0,0,East,2617,19206542
Lucknow,Indira Nagar,Flat,1827,2,2,6,West,2138,10475756
Lucknow,Gomti Nagar,House,1647,2,2,16,North-East,3521,10073820
Lucknow,Hazratganj,Flat,1999,3,3,21,North-East,2997,12977162
Lucknow,Hazratganj,Flat,4056,1,1,22,North,4861,20603855
Noida,Sector 150,Flat,2059,4,4,11,South,4556,15866256
Noida,Sector 62,Plot,3099,0,0,0,West,117,26856065
Gorakhpur,Taramandal,Flat,4275,5,5,1,North-East,2254,23274251
Noida,Sector 62,Plot,4996,0,0,0,West,1617,38758392
Gorakhpur,Taramandal,Flat,825,2,2,5,North,938,5397332
Gorakhpur,Shahpur,Flat,1774,5,5,18,West,1744,8540911
Lucknow,Gomti Nagar,Plot,1238,0,0,0,West,729,9185377
Gorakhpur,Shahpur,Flat,883,1,1,10,West,341,3998800
Lucknow,Gomti Nagar,Flat,1083,5,5,2,North,3599,7972595
Gorakhpur,Medical Road,Plot,1174,0,0,0,West,4221,3821958
Lucknow,Indira Nagar,Flat,4051,1,1,16,South,764,24479822
Kanpur,Swaroop Nagar,Flat,4074,4,4,16,North-East,3528,14108014
Noida,Sector 62,Flat,1865,2,2,21,North,3315,12891654
Noida,Sector 150,Flat,3734,4,4,22,South,1035,35325748
Gorakhpur,Rustampur,Plot,3757,0,0,0,South,3305,13207127
Lucknow,Indira Nagar,House,1465,5,5,16,South,312,10872467
Lucknow,Gomti Nagar,Plot,4240,0,0,0,East,721,30976526
Gorakhpur,Shahpur,Flat,3322,4,4,12,West,3919,12589577
Kanpur,Arya Nagar,Flat,3657,5,5,16,West,4661,11760384
Banaras,Sigra,House,2816,1,1,15,North-East,1737,14370727
Banaras,Sigra,Flat,2856,4,4,18,North,2496,15233803
Noida,Sector 62,Flat,1581,2,2,14,North-East,3376,11138598
Gorakhpur,Taramandal,Plot,1089,0,0,0,South,1393,5811191
Lucknow,Indira Nagar,House,3044,1,1,11,East,1414,17512772
Kanpur,Kidwai Nagar,Plot,2305,0,0,0,North-East,3158,7492525
Noida,Greater Noida,Plot,3393,0,0,0,North-East,432,28184354
Gorakhpur,Rustampur,Flat,1105,3,3,24,North-East,3529,4275550
Noida,Greater Noida,Plot,2650,0,0,0,West,507,21499509
Kanpur,Arya Nagar,Plot,2474,0,0,0,West,4437,7503596
Lucknow,Indira Nagar,Plot,1240,0,0,0,East,67,7603198
Gorakhpur,Rustampur,Flat,3793,2,2,23,North-East,1590,15284970
Banaras,Sarnath,Flat,1053,5,5,11,East,1981,7143473
Lucknow,Hazratganj,Flat,2461,2,2,23,North-East,1731,17014483
Lucknow,Gomti Nagar,Plot,1414,0,0,0,North,919,10403493
Gorakhpur,Rustampur,Flat,4750,2,2,18,North,91,47761399
Kanpur,Swaroop Nagar,Plot,3466,0,0,0,East,3181,11295074
Kanpur,Arya Nagar,House,3980,3,3,3,North-East,2137,15672267
Banaras,Sigra,Plot,3107,0,0,0,East,3844,13648857
Lucknow,Gomti Nagar,Plot,1837,0,0,0,North-East,1678,12531951
Kanpur,Swaroop Nagar,Flat,3719,3,3,2,West,3662,13032396
Noida,Sector 62,Plot,1791,0,0,0,South,2593,12297189
Kanpur,Arya Nagar,House,2335,1,1,0,South,1762,9076614
Noida,Sector 62,House,3945,2,2,22,South,3422,26557649
Gorakhpur,Taramandal,Flat,797,4,4,3,North-East,368,6528655
Kanpur,Swaroop Nagar,Flat,4885,2,2,12,North,4728,14764964
Gorakhpur,Shahpur,Flat,3669,3,3,17,South,2922,13758781
Noida,Greater Noida,Plot,4975,0,0,0,South,309,41275743
Banaras,Sarnath,Flat,820,5,5,4,North,1739,6350848
Banaras,Sigra,Flat,2222,4,4,19,North,2390,12347636
Banaras,Sarnath,Flat,3299,5,5,12,East,586,20243459
Kanpur,Arya Nagar,Flat,1050,2,2,13,West,3281,3923590
Noida,Greater Noida,Flat,991,1,1,9,North,261,8492655
Kanpur,Kidwai Nagar,Flat,2228,3,3,13,West,462,10112419
Lucknow,Gomti Nagar,Plot,1654,0,0,0,South,485,12037056
Lucknow,Gomti Nagar,Plot,3317,0,0,0,West,4922,17477483
Noida,Greater Noida,House,1704,4,4,21,South,3239,12612602
Noida,Sector 150,Plot,754,0,0,0,North,1299,6935000
Noida,Sector 150,House,1929,2,2,16,North-East,721,18635315
Banaras,Sigra,Flat,4953,4,4,20,North-East,769,28407394
Gorakhpur,Shahpur,House,2721,5,5,2,East,2853,11711229
Gorakhpur,Taramandal,House,1810,5,5,12,East,3702,10051404
Banaras,Sarnath,Plot,2201,0,0,0,North,1336,11854472
Lucknow,Hazratganj,Plot,3983,0,0,0,East,4668,21639708
Gorakhpur,Medical Road,Flat,1000,1,1,9,South,4581,3205738
Banaras,Lanka,Flat,3766,2,2,7,North,4769,19183148
Kanpur,Swaroop Nagar,Plot,3221,0,0,0,South,2640,10974974
Noida,Sector 62,Flat,2068,1,1,3,North-East,4630,12120277
Lucknow,Gomti Nagar,Plot,1179,0,0,0,North,774,8500306
Noida,Sector 150,Flat,1721,1,1,22,North,4715,11796481
Noida,Sector 62,Plot,3178,0,0,0,South,4840,18809158
Banaras,Sarnath,Plot,2628,0,0,0,East,298,14627519
Banaras,Sigra,Flat,1531,3,3,6,South,965,9266118
Gorakhpur,Medical Road,House,3181,2,2,19,North-East,2997,11811922
Kanpur,Kidwai Nagar,Plot,2995,0,0,0,East,142,12370609
Noida,Sector 150,Flat,3103,3,3,18,North-East,2563,27013408
Banaras,Sigra,Flat,3921,4,4,18,South,1483,21276394
Banaras,Sigra,Flat,3637,3,3,8,North,1600,19496972
Kanpur,Arya Nagar,Flat,1631,3,3,6,East,1049,7562831
Noida,Sector 62,House,4186,1,1,16,North-East,1495,32120618
Gorakhpur,Shahpur,Flat,1556,2,2,0,West,370,7879252
Gorakhpur,Shahpur,Plot,2833,0,0,0,North,381,12710165
Gorakhpur,Rustampur,Flat,2006,5,5,2,South,1344,10137863
Banaras,Sarnath,Flat,2996,2,2,2,North,3200,14401806
Kanpur,Swaroop Nagar,Flat,1228,4,4,17,East,4576,4618774
Noida,Greater Noida,House,4571,5,5,14,West,1331,38180471
Kanpur,Kidwai Nagar,Plot,3646,0,0,0,East,4085,10835089
Noida,Sector 62,Plot,1095,0,0,0,North,1529,8200372
Banaras,Lanka,House,711,2,2,1,East,103,6299719
Noida,Sector 62,Plot,1300,0,0,0,East,4700,7657406
Kanpur,Kidwai Nagar,House,666,5,5,4,East,2325,4391383
Banaras,Sarnath,Plot,3479,0,0,0,West,4651,14004824
Noida,Greater Noida,Flat,3691,4,4,14,North-East,2472,27636469
Lucknow,Indira Nagar,Plot,1712,0,0,0,South,4213,7726794
Banaras,Lanka,Flat,3952,2,2,17,West,4368,20462846
Banaras,Sarnath,Flat,1935,1,1,0,North-East,455,11396550
Noida,Sector 150,Flat,4515,2,2,16,North-East,4240,32471406
Lucknow,Hazratganj,Flat,4208,5,5,19,North,3603,25369377
Noida,Greater Noida,Flat,3305,2,2,20,South,4508,19465022
Banaras,Sigra,Flat,1267,3,3,8,North-East,3559,6462221
Banaras,Sigra,Plot,4225,0,0,0,East,3094,19362735
Noida,Sector 62,Flat,4258,5,5,9,West,2239,32836354
Lucknow,Indira Nagar,Flat,3580,3,3,4,North-East,4750,15688643
Banaras,Sarnath,Plot,2760,0,0,0,South,173,15406163
Banaras,Sarnath,House,894,4,4,22,West,4615,4538107
Gorakhpur,Rustampur,Plot,2971,0,0,0,East,3628,9904362
Lucknow,Indira Nagar,House,1397,1,1,1,South,2693,7662546
Gorakhpur,Taramandal,Flat,1279,3,3,8,South,3990,6502399
Banaras,Sigra,Flat,3913,5,5,18,West,4114,17565567
Lucknow,Hazratganj,Flat,1827,5,5,1,West,4543,11695800
Noida,Greater Noida,Flat,2365,1,1,16,East,870,18512168
Gorakhpur,Medical Road,Plot,3941,0,0,0,North,1649,15713256
Lucknow,Gomti Nagar,Plot,1586,0,0,0,East,4433,8602133
Noida,Sector 150,House,2265,2,2,16,West,3243,18181593
Kanpur,Arya Nagar,Plot,1639,0,0,0,North,4995,4726498
Lucknow,Gomti Nagar,Plot,2626,0,0,0,North-East,1055,19069353
Gorakhpur,Shahpur,Flat,1994,3,3,17,North-East,2621,8463033
Kanpur,Kidwai Nagar,Plot,2668,0,0,0,South,231,10774312
Noida,Sector 62,Flat,1427,1,1,9,South,4052,8852868
Kanpur,Kidwai Nagar,Plot,1363,0,0,0,North-East,4411,4154879
Banaras,Lanka,House,1547,5,5,11,North-East,3725,10006123
Lucknow,Hazratganj,Flat,1754,1,1,22,West,897,12811784
Gorakhpur,Shahpur,House,1388,5,5,11,West,3471,6539635
Noida,Sector 62,Flat,836,4,4,6,South,2624,7527628
Banaras,Sarnath,Plot,2942,0,0,0,North,438,17040560
Kanpur,Kidwai Nagar,Plot,2253,0,0,0,East,1638,8530446
Gorakhpur,Shahpur,Flat,4168,5,5,12,South,207,41749805
Banaras,Sarnath,Plot,3784,0,0,0,West,265,21464608
Noida,Sector 62,Plot,3962,0,0,0,North-East,2435,28155842
Kanpur,Swaroop Nagar,Plot,645,0,0,0,South,4527,1945120
Gorakhpur,Medical Road,Flat,4808,1,1,8,North,1897,19105095
Gorakhpur,Medical Road,Plot,3130,0,0,0,North,4667,9836427
Banaras,Sarnath,Plot,4425,0,0,0,East,4525,17836537
Noida,Sector 150,House,625,5,5,9,South,136,8641431
Gorakhpur,Taramandal,Flat,2216,1,1,8,West,1767,11918946
Kanpur,Arya Nagar,House,4305,4,4,3,South,3111,15660562
Noida,Sector 62,Flat,3615,5,5,0,North,4591,22870682
Gorakhpur,Taramandal,Flat,3576,1,1,24,East,2684,17704697
Gorakhpur,Rustampur,Flat,1997,3,3,20,East,3969,7378257
Lucknow,Hazratganj,Plot,4523,0,0,0,North-East,890,33498920
Lucknow,Indira Nagar,Flat,3056,2,2,13,North-East,3899,14116089
Noida,Sector 150,Flat,1690,2,2,9,East,688,16994191
Kanpur,Swaroop Nagar,House,3907,4,4,24,West,3596,13189365
Noida,Sector 62,Flat,2727,2,2,9,West,704,22549297
Gorakhpur,Shahpur,Flat,2526,3,3,4,North-East,1708,11351213
Noida,Sector 62,Flat,894,1,1,0,East,2378,6793551
Lucknow,Indira Nagar,Flat,3750,4,4,0,North,178,24325710
Banaras,Lanka,Flat,3365,1,1,24,East,1913,21390360
Noida,Greater Noida,Plot,4114,0,0,0,West,3846,26100926
Kanpur,Swaroop Nagar,Flat,3666,5,5,21,North,4041,12835489
Gorakhpur,Taramandal,Flat,1329,3,3,0,North-East,149,14419670
Noida,Sector 62,Flat,1335,1,1,10,South,2700,9460356
Noida,Sector 150,Flat,4233,3,3,21,South,960,39648298
Lucknow,Hazratganj,Flat,831,5,5,21,East,4911,5398876
Banaras,Sarnath,Flat,2856,4,4,13,North-East,4347,12954851
Lucknow,Hazratganj,Flat,3974,4,4,6,North,3115,25126688
Lucknow,Hazratganj,Flat,4151,2,2,6,South,1757,28979661
Lucknow,Gomti Nagar,House,3140,2,2,6,West,2974,20040867
Kanpur,Kidwai Nagar,House,3967,1,1,12,North-East,61,16474324
Kanpur,Kidwai Nagar,Plot,4458,0,0,0,North-East,586,18321849
Noida,Sector 62,Plot,3784,0,0,0,South,306,30945477
Noida,Sector 150,Flat,4368,4,4,8,West,3901,33178050
Gorakhpur,Rustampur,Flat,2093,2,2,17,West,2276,8442513
Banaras,Sigra,Plot,961,0,0,0,West,1287,5180391
Lucknow,Hazratganj,House,4817,3,3,6,West,4022,27462509
Banaras,Sigra,Flat,802,3,3,19,South,1890,4988924
Kanpur,Arya Nagar,Flat,4830,4,4,20,South,3729,16207227
Banaras,Sarnath,Plot,4035,0,0,0,West,3537,17602635
Noida,Sector 150,Plot,712,0,0,0,North-East,4589,4846339
Kanpur,Swaroop Nagar,Flat,4833,2,2,18,North,4748,14185824
Gorakhpur,Taramandal,Plot,1840,0,0,0,South,1856,9653090
Kanpur,Swaroop Nagar,Flat,934,4,4,0,North,2808,4680996
Kanpur,Arya Nagar,House,3479,3,3,8,North-East,3749,11932445
Noida,Greater Noida,House,3742,3,3,22,West,1697,28200913
Kanpur,Kidwai Nagar,Flat,3397,1,1,1,East,2974,12083150
Lucknow,Indira Nagar,Flat,2366,5,5,12,South,1352,15364199
Banaras,Lanka,House,2575,2,2,6,West,4949,13438232
Gorakhpur,Shahpur,Flat,2208,4,4,18,South,3283,9043909
Noida,Sector 150,Flat,1075,4,4,13,South,3938,9056021
Banaras,Lanka,House,1856,5,5,14,East,1167,14712990
Gorakhpur,Medical Road,Flat,4733,5,5,15,North-East,2303,19747428
Noida,Greater Noida,Plot,2304,0,0,0,North-East,2223,16878880
Gorakhpur,Medical Road,House,1271,2,2,15,East,1532,5666245
Banaras,Sarnath,Flat,3683,3,3,22,East,4470,15961801
Lucknow,Indira Nagar,House,2376,4,4,23,North,3223,12614269
Kanpur,Kidwai Nagar,Flat,1190,2,2,6,North,3557,4527074
Noida,Sector 150,House,4786,3,3,22,West,88,49544274
Banaras,Lanka,Plot,3817,0,0,0,East,932,25700279
Kanpur,Arya Nagar,Plot,4659,0,0,0,East,2903,15452613
Noida,Greater Noida,Plot,1125,0,0,0,North-East,476,9383244
Gorakhpur,Taramandal,House,3292,5,5,12,North-East,2269,18820679
Lucknow,Indira Nagar,Plot,972,0,0,0,North,4348,4167632
Lucknow,Hazratganj,House,1059,1,1,13,East,439,8103981
Kanpur,Kidwai Nagar,House,3417,3,3,1,South,3561,12073164
Banaras,Lanka,Flat,4694,1,1,16,North,411,33583132
Lucknow,Indira Nagar,House,836,2,2,18,North-East,1033,5273046
Kanpur,Arya Nagar,Flat,2597,1,1,4,West,1334,10078066
Kanpur,Arya Nagar,Flat,2168,3,3,17,North,1396,9260591
Kanpur,Arya Nagar,House,1855,1,1,5,West,1688,7332626
Kanpur,Kidwai Nagar,Flat,4935,2,2,22,North-East,1075,19895764
Gorakhpur,Shahpur,Flat,725,5,5,5,East,2847,4466767
Gorakhpur,Taramandal,Flat,3502,3,3,18,North,2397,18125354
Noida,Sector 62,Flat,3540,4,4,20,East,3818,23658846
Kanpur,Swaroop Nagar,House,2636,5,5,11,South,2515,11137018
Banaras,Sarnath,Plot,1301,0,0,0,West,3773,5735273
Banaras,Sarnath,Flat,2503,1,1,13,North,2310,12521869
Noida,Sector 150,Flat,1439,5,5,3,East,1554,14659274
Noida,Sector 62,Flat,2188,2,2,14,North-East,4142,14265180
Banaras,Lanka,Flat,3612,4,4,8,North,2005,24253100
Banaras,Lanka,Plot,3182,0,0,0,West,3659,17392032
Lucknow,Gomti Nagar,House,3806,4,4,12,North,4743,20631282
Lucknow,Indira Nagar,House,3006,3,3,24,West,4335,13860470
Banaras,Lanka,Plot,3206,0,0,0,North-East,3173,18051915
Kanpur,Arya Nagar,House,1985,3,3,13,South,4589,6400936
Gorakhpur,Shahpur,Plot,1285,0,0,0,East,2370,4838444
Banaras,Sigra,House,3944,5,5,12,North,2937,19593359
Gorakhpur,Rustampur,Flat,3912,5,5,0,North-East,2085,17020325
Banaras,Lanka,Flat,4358,3,3,21,North,4640,22373993
Kanpur,Swaroop Nagar,Flat,3334,4,4,3,North-East,3138,12661245
Banaras,Lanka,Flat,4742,4,4,16,North-East,4751,24575548
Lucknow,Hazratganj,Flat,4236,3,3,19,West,4213,24010093
Gorakhpur,Rustampur,Flat,2758,5,5,11,West,2660,11846490
Banaras,Sarnath,Plot,1072,0,0,0,North-East,3034,5041905
Gorakhpur,Rustampur,Flat,2236,1,1,24,East,386,9738752
Kanpur,Swaroop Nagar,Flat,3092,5,5,16,East,1580,13242027
Banaras,Lanka,House,4777,4,4,19,East,4595,25524445
Lucknow,Hazratganj,Plot,604,0,0,0,North-East,3756,3492922
Noida,Sector 62,House,1822,5,5,1,East,2097,15090071
Noida,Sector 62,House,4913,4,4,18,South,3843,31742326
Kanpur,Kidwai Nagar,Plot,3228,0,0,0,West,3010,10764783
Lucknow,Gomti Nagar,Flat,4347,5,5,22,North-East,1173,31820941
Kanpur,Swaroop Nagar,Flat,3171,5,5,10,East,2998,12082911
Banaras,Lanka,Plot,2874,0,0,0,West,1198,19589952
Kanpur,Swaroop Nagar,Flat,1935,1,1,21,South,4746,5303948
Lucknow,Hazratganj,Plot,3211,0,0,0,East,660,24194932
Gorakhpur,Rustampur,House,4861,2,2,21,South,4459,15183787
Lucknow,Hazratganj,Flat,1933,4,4,19,West,2409,13365840
Banaras,Sarnath,Flat,2765,2,2,3,West,4584,12065100
Noida,Sector 62,Flat,2159,3,3,4,North,2404,16787741
Lucknow,Indira Nagar,Flat,1204,3,3,6,North-East,940,8108766
Kanpur,Arya Nagar,Flat,2941,5,5,17,North-East,2213,12125187
Kanpur,Swaroop Nagar,House,2255,2,2,11,South,2636,8130316
Lucknow,Gomti Nagar,House,4303,3,3,13,North-East,722,31809383
Lucknow,Gomti Nagar,Plot,2108,0,0,0,East,2249,14120209
Noida,Greater Noida,Flat,4698,1,1,22,North-East,3290,30399512
Kanpur,Kidwai Nagar,Plot,645,0,0,0,West,1909,2418108
Kanpur,Kidwai Nagar,House,3669,4,4,21,East,1426,15445255
Noida,Greater Noida,Plot,3351,0,0,0,East,1754,24774173
Noida,Sector 62,Flat,602,4,4,14,North,969,6233097
Noida,Greater Noida,Plot,4572,0,0,0,East,2412,32501469
Banaras,Sigra,Plot,1608,0,0,0,East,2526,7654887
Lucknow,Gomti Nagar,Plot,781,0,0,0,West,1241,5679973
Kanpur,Kidwai Nagar,Plot,2547,0,0,0,East,470,10629100
Gorakhpur,Shahpur,House,2487,3,3,20,North-East,1164,11431743
Lucknow,Gomti Nagar,Flat,3462,2,2,15,South,3849,20748366
Gorakhpur,Shahpur,House,4799,2,2,22,East,1235,19873343
Banaras,Lanka,Plot,4427,0,0,0,West,2442,27663498
Gorakhpur,Medical Road,Flat,1373,3,3,21,West,4006,5041386
Kanpur,Kidwai Nagar,House,3681,4,4,5,North-East,3945,12930943
Gorakhpur,Shahpur,Plot,2639,0,0,0,South,1095,11217823
Kanpur,Arya Nagar,House,1106,3,3,21,East,2726,4543993
Kanpur,Kidwai Nagar,House,4683,3,3,22,East,3858,14981484
Kanpur,Arya Nagar,Plot,2722,0,0,0,East,3170,8764165
Lucknow,Hazratganj,Plot,848,0,0,0,North-East,4819,4516789
Gorakhpur,Medical Road,Flat,1038,1,1,16,South,438,4494839
Lucknow,Hazratganj,House,2700,3,3,2,South,1150,20559851
Gorakhpur,Taramandal,Flat,3845,4,4,5,South,1593,22151311
Lucknow,Gomti Nagar,Plot,2833,0,0,0,North,2811,17777553
Kanpur,Swaroop Nagar,Plot,4860,0,0,0,North-East,1919,17734392
Banaras,Sigra,Flat,4328,2,2,21,North,1779,22033278
Banaras,Sarnath,Flat,4942,3,3,1,East,2658,24776865
Noida,Sector 150,Flat,2913,2,2,3,West,99,30156093
Lucknow,Indira Nagar,Plot,3608,0,0,0,North-East,3831,16649276
Gorakhpur,Taramandal,Flat,2449,4,4,19,West,679,15631197
Gorakhpur,Taramandal,Plot,4955,0,0,0,West,2854,24516110
Kanpur,Arya Nagar,Flat,1588,3,3,0,East,4849,5602279
Banaras,Sigra,House,4314,2,2,4,West,1068,24713027
Lucknow,Indira Nagar,House,1394,4,4,17,East,1905,8936539
Lucknow,Indira Nagar,Plot,984,0,0,0,North,812,5610038
Banaras,Sigra,Flat,1794,3,3,0,East,177,11887938
Noida,Sector 62,Plot,2531,0,0,0,North,533,21320137
Banaras,Sigra,Flat,2688,4,4,7,East,2149,14773571
Kanpur,Arya Nagar,Flat,1528,4,4,13,North-East,1069,7475444
Banaras,Sigra,Flat,1780,3,3,12,East,2919,9492912
Lucknow,Hazratganj,Plot,1707,0,0,0,East,837,12255803
Gorakhpur,Taramandal,Flat,1183,5,5,13,North,2339,7584449
Noida,Greater Noida,Plot,3411,0,0,0,West,1716,25609830
Kanpur,Arya Nagar,Flat,4705,2,2,10,North,1784,17488287
Kanpur,Swaroop Nagar,Flat,716,5,5,19,West,848,4690136
Banaras,Lanka,House,2148,5,5,23,West,551,16567701
Banaras,Sarnath,Flat,2237,5,5,12,South,258,14916055
Banaras,Sarnath,Flat,3947,5,5,7,North,4805,17309136
Kanpur,Swaroop Nagar,House,4286,2,2,23,North,915,17008994
Banaras,Sarnath,Plot,1601,0,0,0,North-East,3806,7082790
Noida,Sector 150,Flat,3060,1,1,21,North,1005,28472953
Lucknow,Hazratganj,Plot,1167,0,0,0,North,1460,7893772
Lucknow,Gomti Nagar,Flat,680,5,5,8,West,195,7180861
Banaras,Sigra,Plot,847,0,0,0,East,4848,3273936
Banaras,Sigra,House,2513,3,3,13,South,4178,11304199
Gorakhpur,Taramandal,House,1807,4,4,8,North-East,2261,10654390
Gorakhpur,Rustampur,Flat,4177,5,5,7,South,345,20910618
Gorakhpur,Shahpur,Flat,4825,2,2,3,North,4798,15461542
Gorakhpur,Shahpur,Flat,4153,1,1,16,West,3674,13791159
Kanpur,Swaroop Nagar,House,3039,2,2,0,North,293,13188861
Noida,Sector 62,Plot,4638,0,0,0,North-East,1880,34017486
Banaras,Sigra,House,4048,1,1,4,South,2579,19581579
Kanpur,Arya Nagar,Plot,1940,0,0,0,North-East,1839,7040589
Kanpur,Arya Nagar,Plot,4007,0,0,0,South,4212,12238288
Kanpur,Arya Nagar,House,3402,5,5,4,South,432,15901310
Banaras,Sigra,Flat,1074,3,3,8,North,2504,6168880
Lucknow,Indira Nagar,Flat,4486,3,3,2,South,328,29307270
Noida,Greater Noida,Flat,3462,4,4,2,North,3475,24117038
Noida,Greater Noida,House,1436,1,1,14,East,2894,10107037
Kanpur,Kidwai Nagar,Flat,840,1,1,8,West,250,3696112
Noida,Sector 62,Flat,3830,3,3,5,North-East,2271,29042754
Gorakhpur,Shahpur,Plot,4117,0,0,0,North-East,1966,16098160
Kanpur,Swaroop Nagar,House,3567,1,1,11,West,2882,12489912
Kanpur,Kidwai Nagar,Flat,3213,3,3,24,West,2820,11810185
Noida,Greater Noida,Plot,4430,0,0,0,West,4503,26838255
Noida,Sector 62,Flat,4754,2,2,16,North,2756,32929118
Banaras,Sigra,Flat,4777,3,3,9,South,4771,19456621
Banaras,Lanka,Plot,1361,0,0,0,South,3590,7515380
Kanpur,Swaroop Nagar,Flat,3004,2,2,0,West,739,13245577
Kanpur,Arya Nagar,Plot,1156,0,0,0,South,1700,4273957
Noida,Sector 62,House,3824,4,4,12,West,877,32152847
Banaras,Sigra,Plot,3782,0,0,0,North-East,2903,17971620
Noida,Sector 62,Plot,3859,0,0,0,South,2164,27922550
Kanpur,Swaroop Nagar,House,1498,4,4,7,West,3160,6563413
Lucknow,Gomti Nagar,Plot,4198,0,0,0,North,769,30341078
Kanpur,Kidwai Nagar,Plot,4113,0,0,0,South,3718,13362174
Noida,Greater Noida,Flat,1454,2,2,6,East,576,12757250
Kanpur,Swaroop Nagar,Flat,4214,3,3,3,West,4714,12994689
Noida,Sector 150,House,4866,5,5,2,North-East,2961,40929799
Kanpur,Swaroop Nagar,House,3826,4,4,0,North,3121,14434213
Gorakhpur,Rustampur,Flat,3970,5,5,3,North,3255,15562136
Lucknow,Indira Nagar,House,3416,2,2,15,West,1702,18721410
Kanpur,Kidwai Nagar,Flat,4472,3,3,19,North,1773,17869649
Lucknow,Indira Nagar,Flat,3338,4,4,23,West,1535,20206200
Lucknow,Indira Nagar,Plot,2165,0,0,0,West,4211,9662807
Gorakhpur,Rustampur,Flat,2299,2,2,3,West,804,10341359
Banaras,Sigra,Flat,1004,5,5,24,North-East,2683,6079922
Kanpur,Kidwai Nagar,House,1776,3,3,5,West,2500,7130505
Kanpur,Arya Nagar,Plot,1119,0,0,0,South,1227,4385588
Banaras,Sarnath,Flat,806,5,5,16,North-East,3211,5364366
Kanpur,Swaroop Nagar,Plot,2237,0,0,0,South,4116,6775911
Noida,Sector 62,Flat,4513,2,2,17,North-East,4108,28988839
Banaras,Sigra,Flat,3154,1,1,0,South,4842,13086357
Lucknow,Hazratganj,Flat,2760,2,2,22,North,2839,18020045
Kanpur,Swaroop Nagar,Flat,2878,5,5,12,West,2548,11632604
Gorakhpur,Rustampur,Flat,4760,5,5,19,West,2708,18864162
Noida,Sector 150,Flat,4640,1,1,22,North-East,2610,38704976
Noida,Greater Noida,Flat,3434,1,1,22,South,1462,26474048
Gorakhpur,Medical Road,Flat,1343,4,4,24,North,816,6880705
Banaras,Lanka,House,1262,1,1,21,East,4674,6330736
Gorakhpur,Taramandal,Flat,3426,5,5,6,North,1042,21431727
Lucknow,Indira Nagar,Plot,866,0,0,0,South,2180,4502211
Lucknow,Gomti Nagar,Flat,2527,4,4,17,East,4470,14436160
Lucknow,Hazratganj,Flat,1665,1,1,8,East,3908,9659681
Kanpur,Swaroop Nagar,House,1346,2,2,22,North,1736,5164789
Noida,Sector 62,Flat,3547,4,4,10,North-East,2387,26375991
Noida,Greater Noida,Flat,4030,1,1,0,South,4803,23401194
Noida,Greater Noida,House,1026,1,1,20,North-East,2456,7189790
Kanpur,Arya Nagar,Plot,2524,0,0,0,West,4868,7111763
Lucknow,Gomti Nagar,Plot,1453,0,0,0,East,3557,8611279
Noida,Greater Noida,Flat,3415,1,1,21,South,4894,18949656
Lucknow,Hazratganj,Flat,2863,4,4,1,South,4310,17035074
Noida,Sector 150,Flat,3504,2,2,14,West,260,35263064
Noida,Greater Noida,Plot,3682,0,0,0,South,3202,25054364
Gorakhpur,Medical Road,House,2380,2,2,3,East,4904,8011113
Gorakhpur,Shahpur,Flat,2324,1,1,24,South,696,9719629
Banaras,Sigra,Plot,2573,0,0,0,West,538,14632401
Kanpur,Arya Nagar,House,996,5,5,11,North,443,5991121
Lucknow,Hazratganj,House,1106,3,3,8,North-East,615,9636714
Banaras,Sigra,House,615,1,1,3,West,1262,3580335
Noida,Sector 62,Flat,4724,1,1,3,North-East,3430,31800034
Kanpur,Swaroop Nagar,House,3470,1,1,23,East,2863,11611367
Lucknow,Hazratganj,House,3802,1,1,7,South,4444,21317371
Noida,Greater Noida,House,4524,4,4,24,East,2328,34153853
Gorakhpur,Rustampur,Flat,2511,1,1,21,West,2407,9626235
Gorakhpur,Shahpur,House,913,3,3,19,North-East,1158,4684279
Noida,Sector 62,House,4880,3,3,15,North-East,4311,29669374
Noida,Greater Noida,Flat,1915,5,5,7,East,1410,17301502
Gorakhpur,Taramandal,Plot,910,0,0,0,South,863,5250764
Kanpur,Arya Nagar,Plot,4947,0,0,0,North,1205,19286162
Noida,Sector 62,Plot,1877,0,0,0,North,169,15350364
Banaras,Lanka,Flat,2073,2,2,12,West,2237,13737768
Kanpur,Kidwai Nagar,Flat,1253,4,4,23,West,3964,4755917
Lucknow,Gomti Nagar,Plot,4204,0,0,0,West,2121,26996785
Banaras,Sarnath,Plot,4997,0,0,0,North-East,3290,22528318
